wandb: Currently logged in as: hungtrab (hungtrab-hanoi-university-of-science-and-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run tx7gebrs
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in logs/MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124/wandb/run-20251218_102055-tx7gebrs
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124
wandb: ⭐️ View project at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/MiniGrid_Drift_Research
wandb: 🚀 View run at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/MiniGrid_Drift_Research/runs/tx7gebrs
/home/hungchan/miniconda3/envs/rl_hf_course/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
--- Training Start: MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124 ---
>>> [Wrapper] Initialized Non-Stationary MiniGrid
    - reward_scale: linear
>>> Initializing PPO with kwargs: ['policy', 'env', 'learning_rate', 'gamma', 'verbose', 'tensorboard_log', 'n_steps', 'batch_size']
Using cuda device
Wrapping the env in a DummyVecEnv.
Wrapping the env in a VecTransposeImage.
Logging to logs/MiniGrid_Empty-5x5_reward_scale_linear_Baseline_20251218_101124_0
---------------------------------
| rollout/           |          |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0013754752 |
|    clip_fraction        | 0.00801      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.114       |
|    explained_variance   | 0.59         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00286      |
|    n_updates            | 510          |
|    policy_gradient_loss | -0.00562     |
|    value_loss           | 0.000604     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.05         |
|    ep_rew_mean          | 0.99         |
| time/                   |              |
|    fps                  | 799          |
|    iterations           | 53           |
|    time_elapsed         | 33           |
|    total_timesteps      | 27136        |
| train/                  |              |
|    approx_kl            | 0.0020992048 |
|    clip_fraction        | 0.0176       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.085       |
|    explained_variance   | 0.696        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00855      |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00749     |
|    value_loss           | 0.000305     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.31          |
|    ep_rew_mean          | 0.998         |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 54            |
|    time_elapsed         | 34            |
|    total_timesteps      | 27648         |
| train/                  |               |
|    approx_kl            | 0.00041253015 |
|    clip_fraction        | 0.00684       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0602       |
|    explained_variance   | 0.892         |
|    learning_rate        | 0.0003        |
|    loss                 | 0.000334      |
|    n_updates            | 530           |
|    policy_gradient_loss | -0.00551      |
|    value_loss           | 3.67e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.04         |
|    ep_rew_mean          | 1.01         |
| time/                   |              |
|    fps                  | 799          |
|    iterations           | 55           |
|    time_elapsed         | 35           |
|    total_timesteps      | 28160        |
| train/                  |              |
|    approx_kl            | 0.0016057245 |
|    clip_fraction        | 0.0143       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0651      |
|    explained_variance   | 0.55         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0281      |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.0085      |
|    value_loss           | 0.000381     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.01         |
|    ep_rew_mean          | 1.02         |
| time/                   |              |
|    fps                  | 799          |
|    iterations           | 56           |
|    time_elapsed         | 35           |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0005263244 |
|    clip_fraction        | 0.00508      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.038       |
|    explained_variance   | 0.927        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000108    |
|    n_updates            | 550          |
|    policy_gradient_loss | -0.00429     |
|    value_loss           | 2.35e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.05          |
|    ep_rew_mean          | 1.03          |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 57            |
|    time_elapsed         | 36            |
|    total_timesteps      | 29184         |
| train/                  |               |
|    approx_kl            | 0.00013743702 |
|    clip_fraction        | 0.00137       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0352       |
|    explained_variance   | 0.957         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.000273     |
|    n_updates            | 560           |
|    policy_gradient_loss | -0.00166      |
|    value_loss           | 1.78e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.04         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 58           |
|    time_elapsed         | 37           |
|    total_timesteps      | 29696        |
| train/                  |              |
|    approx_kl            | 6.797025e-05 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0366      |
|    explained_variance   | 0.677        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.000172     |
|    n_updates            | 570          |
|    policy_gradient_loss | -0.00199     |
|    value_loss           | 0.000112     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.05         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 59           |
|    time_elapsed         | 37           |
|    total_timesteps      | 30208        |
| train/                  |              |
|    approx_kl            | 9.383075e-08 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0326      |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.32e-05     |
|    n_updates            | 580          |
|    policy_gradient_loss | 4.6e-06      |
|    value_loss           | 1.32e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.01          |
|    ep_rew_mean          | 1.06          |
| time/                   |               |
|    fps                  | 797           |
|    iterations           | 60            |
|    time_elapsed         | 38            |
|    total_timesteps      | 30720         |
| train/                  |               |
|    approx_kl            | 1.1525117e-08 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0328       |
|    explained_variance   | 0.972         |
|    learning_rate        | 0.0003        |
|    loss                 | 9.71e-07      |
|    n_updates            | 590           |
|    policy_gradient_loss | 1.52e-08      |
|    value_loss           | 1.25e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.05          |
|    ep_rew_mean          | 1.07          |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 61            |
|    time_elapsed         | 39            |
|    total_timesteps      | 31232         |
| train/                  |               |
|    approx_kl            | 0.00015982008 |
|    clip_fraction        | 0.00156       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.032        |
|    explained_variance   | 0.965         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.000101     |
|    n_updates            | 600           |
|    policy_gradient_loss | -0.00177      |
|    value_loss           | 1.36e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.08         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 62           |
|    time_elapsed         | 39           |
|    total_timesteps      | 31744        |
| train/                  |              |
|    approx_kl            | 0.0001419097 |
|    clip_fraction        | 0.00215      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0316      |
|    explained_variance   | 0.782        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0151      |
|    n_updates            | 610          |
|    policy_gradient_loss | -0.000336    |
|    value_loss           | 7.58e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.02          |
|    ep_rew_mean          | 1.09          |
| time/                   |               |
|    fps                  | 797           |
|    iterations           | 63            |
|    time_elapsed         | 40            |
|    total_timesteps      | 32256         |
| train/                  |               |
|    approx_kl            | 1.5819678e-06 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0282       |
|    explained_variance   | 0.973         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.000239     |
|    n_updates            | 620           |
|    policy_gradient_loss | -4.95e-05     |
|    value_loss           | 1.29e-05      |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 5.06           |
|    ep_rew_mean          | 1.1            |
| time/                   |                |
|    fps                  | 797            |
|    iterations           | 64             |
|    time_elapsed         | 41             |
|    total_timesteps      | 32768          |
| train/                  |                |
|    approx_kl            | 0.000112972106 |
|    clip_fraction        | 0.00156        |
|    clip_range           | 0.2            |
|    entropy_loss         | -0.028         |
|    explained_variance   | 0.897          |
|    learning_rate        | 0.0003         |
|    loss                 | -0.022         |
|    n_updates            | 630            |
|    policy_gradient_loss | -0.00206       |
|    value_loss           | 3.29e-05       |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.01          |
|    ep_rew_mean          | 1.11          |
| time/                   |               |
|    fps                  | 797           |
|    iterations           | 65            |
|    time_elapsed         | 41            |
|    total_timesteps      | 33280         |
| train/                  |               |
|    approx_kl            | 0.00027468835 |
|    clip_fraction        | 0.00215       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0261       |
|    explained_variance   | 0.727         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.000862     |
|    n_updates            | 640           |
|    policy_gradient_loss | -0.00207      |
|    value_loss           | 9.41e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.04          |
|    ep_rew_mean          | 1.12          |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 66            |
|    time_elapsed         | 42            |
|    total_timesteps      | 33792         |
| train/                  |               |
|    approx_kl            | 0.00030428148 |
|    clip_fraction        | 0.00156       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.022        |
|    explained_variance   | 0.968         |
|    learning_rate        | 0.0003        |
|    loss                 | -1.54e-05     |
|    n_updates            | 650           |
|    policy_gradient_loss | -0.00169      |
|    value_loss           | 1.85e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.01         |
|    ep_rew_mean          | 1.13         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 67           |
|    time_elapsed         | 42           |
|    total_timesteps      | 34304        |
| train/                  |              |
|    approx_kl            | 3.087928e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0224      |
|    explained_variance   | 0.741        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.41e-05     |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00114     |
|    value_loss           | 9.15e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.18          |
|    ep_rew_mean          | 1.14          |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 68            |
|    time_elapsed         | 43            |
|    total_timesteps      | 34816         |
| train/                  |               |
|    approx_kl            | 0.00030379416 |
|    clip_fraction        | 0.00137       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0222       |
|    explained_variance   | 0.963         |
|    learning_rate        | 0.0003        |
|    loss                 | -8.74e-05     |
|    n_updates            | 670           |
|    policy_gradient_loss | -0.00177      |
|    value_loss           | 1.62e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.04          |
|    ep_rew_mean          | 1.15          |
| time/                   |               |
|    fps                  | 797           |
|    iterations           | 69            |
|    time_elapsed         | 44            |
|    total_timesteps      | 35328         |
| train/                  |               |
|    approx_kl            | 0.00016269821 |
|    clip_fraction        | 0.00254       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0271       |
|    explained_variance   | 0.513         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.000697     |
|    n_updates            | 680           |
|    policy_gradient_loss | -0.00355      |
|    value_loss           | 0.000734      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.05          |
|    ep_rew_mean          | 1.16          |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 70            |
|    time_elapsed         | 44            |
|    total_timesteps      | 35840         |
| train/                  |               |
|    approx_kl            | 1.0949792e-05 |
|    clip_fraction        | 0.000586      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.019        |
|    explained_variance   | 0.808         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.73e-05      |
|    n_updates            | 690           |
|    policy_gradient_loss | -0.00165      |
|    value_loss           | 8.27e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.17          |
| time/                   |               |
|    fps                  | 798           |
|    iterations           | 71            |
|    time_elapsed         | 45            |
|    total_timesteps      | 36352         |
| train/                  |               |
|    approx_kl            | 0.00012903917 |
|    clip_fraction        | 0.00176       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0189       |
|    explained_variance   | 0.804         |
|    learning_rate        | 0.0003        |
|    loss                 | -3.66e-05     |
|    n_updates            | 700           |
|    policy_gradient_loss | -0.00225      |
|    value_loss           | 8.42e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.18          |
| time/                   |               |
|    fps                  | 799           |
|    iterations           | 72            |
|    time_elapsed         | 46            |
|    total_timesteps      | 36864         |
| train/                  |               |
|    approx_kl            | 2.3364555e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0148       |
|    explained_variance   | 0.978         |
|    learning_rate        | 0.0003        |
|    loss                 | -3.43e-05     |
|    n_updates            | 710           |
|    policy_gradient_loss | -3.13e-05     |
|    value_loss           | 1.34e-05      |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 5.01           |
|    ep_rew_mean          | 1.19           |
| time/                   |                |
|    fps                  | 799            |
|    iterations           | 73             |
|    time_elapsed         | 46             |
|    total_timesteps      | 37376          |
| train/                  |                |
|    approx_kl            | -3.1432137e-09 |
|    clip_fraction        | 0              |
|    clip_range           | 0.2            |
|    entropy_loss         | -0.014         |
|    explained_variance   | 0.978          |
|    learning_rate        | 0.0003         |
|    loss                 | 3.79e-06       |
|    n_updates            | 720            |
|    policy_gradient_loss | 2.5e-07        |
|    value_loss           | 1.41e-05       |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.01          |
|    ep_rew_mean          | 1.37          |
| time/                   |               |
|    fps                  | 799           |
|    iterations           | 74            |
|    time_elapsed         | 47            |
|    total_timesteps      | 37888         |
| train/                  |               |
|    approx_kl            | 0.00021487218 |
|    clip_fraction        | 0.00156       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0168       |
|    explained_variance   | 0.968         |
|    learning_rate        | 0.0003        |
|    loss                 | 0.000163      |
|    n_updates            | 730           |
|    policy_gradient_loss | -0.00184      |
|    value_loss           | 1.44e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.05          |
|    ep_rew_mean          | 1.42          |
| time/                   |               |
|    fps                  | 799           |
|    iterations           | 75            |
|    time_elapsed         | 48            |
|    total_timesteps      | 38400         |
| train/                  |               |
|    approx_kl            | 5.4429052e-05 |
|    clip_fraction        | 0.000781      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0166       |
|    explained_variance   | 0.0824        |
|    learning_rate        | 0.0003        |
|    loss                 | 0.0044        |
|    n_updates            | 740           |
|    policy_gradient_loss | -4.21e-05     |
|    value_loss           | 0.00995       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.04         |
|    ep_rew_mean          | 1.41         |
| time/                   |              |
|    fps                  | 799          |
|    iterations           | 76           |
|    time_elapsed         | 48           |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 7.939781e-05 |
|    clip_fraction        | 0.00137      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0163      |
|    explained_variance   | 0.866        |
|    learning_rate        | 0.0003       |
|    loss                 | -5.75e-06    |
|    n_updates            | 750          |
|    policy_gradient_loss | -1.95e-05    |
|    value_loss           | 0.000378     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.4          |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 77           |
|    time_elapsed         | 49           |
|    total_timesteps      | 39424        |
| train/                  |              |
|    approx_kl            | 4.408334e-05 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0104      |
|    explained_variance   | 0.786        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0202      |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00231     |
|    value_loss           | 8.7e-05      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5.05          |
|    ep_rew_mean          | 1.39          |
| time/                   |               |
|    fps                  | 796           |
|    iterations           | 78            |
|    time_elapsed         | 50            |
|    total_timesteps      | 39936         |
| train/                  |               |
|    approx_kl            | 1.4505349e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00926      |
|    explained_variance   | 0.958         |
|    learning_rate        | 0.0003        |
|    loss                 | -7.16e-05     |
|    n_updates            | 770           |
|    policy_gradient_loss | -5.71e-05     |
|    value_loss           | 1.48e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.38          |
| time/                   |               |
|    fps                  | 795           |
|    iterations           | 79            |
|    time_elapsed         | 50            |
|    total_timesteps      | 40448         |
| train/                  |               |
|    approx_kl            | 0.00018164306 |
|    clip_fraction        | 0.00234       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00917      |
|    explained_variance   | 0.822         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.00781      |
|    n_updates            | 780           |
|    policy_gradient_loss | -0.000771     |
|    value_loss           | 8.71e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.37          |
| time/                   |               |
|    fps                  | 795           |
|    iterations           | 80            |
|    time_elapsed         | 51            |
|    total_timesteps      | 40960         |
| train/                  |               |
|    approx_kl            | 8.4983185e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00738      |
|    explained_variance   | 0.981         |
|    learning_rate        | 0.0003        |
|    loss                 | -2.53e-05     |
|    n_updates            | 790           |
|    policy_gradient_loss | -8.03e-06     |
|    value_loss           | 1.24e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.36         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 81           |
|    time_elapsed         | 52           |
|    total_timesteps      | 41472        |
| train/                  |              |
|    approx_kl            | 2.910383e-09 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.00725     |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.63e-06     |
|    n_updates            | 800          |
|    policy_gradient_loss | -1.13e-06    |
|    value_loss           | 1.29e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.35          |
| time/                   |               |
|    fps                  | 794           |
|    iterations           | 82            |
|    time_elapsed         | 52            |
|    total_timesteps      | 41984         |
| train/                  |               |
|    approx_kl            | -5.122274e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00725      |
|    explained_variance   | 0.98          |
|    learning_rate        | 0.0003        |
|    loss                 | 2.95e-06      |
|    n_updates            | 810           |
|    policy_gradient_loss | 2.71e-08      |
|    value_loss           | 1.38e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.34         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 83           |
|    time_elapsed         | 53           |
|    total_timesteps      | 42496        |
| train/                  |              |
|    approx_kl            | 8.614734e-09 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.00722     |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.13e-06     |
|    n_updates            | 820          |
|    policy_gradient_loss | -1.16e-07    |
|    value_loss           | 1.29e-05     |
------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 5.01           |
|    ep_rew_mean          | 1.33           |
| time/                   |                |
|    fps                  | 794            |
|    iterations           | 84             |
|    time_elapsed         | 54             |
|    total_timesteps      | 43008          |
| train/                  |                |
|    approx_kl            | -3.4924597e-09 |
|    clip_fraction        | 0              |
|    clip_range           | 0.2            |
|    entropy_loss         | -0.00725       |
|    explained_variance   | 0.98           |
|    learning_rate        | 0.0003         |
|    loss                 | 4.37e-06       |
|    n_updates            | 830            |
|    policy_gradient_loss | -2.24e-08      |
|    value_loss           | 1.27e-05       |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.32          |
| time/                   |               |
|    fps                  | 795           |
|    iterations           | 85            |
|    time_elapsed         | 54            |
|    total_timesteps      | 43520         |
| train/                  |               |
|    approx_kl            | 0.00036765926 |
|    clip_fraction        | 0.00156       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00841      |
|    explained_variance   | 0.969         |
|    learning_rate        | 0.0003        |
|    loss                 | -4.8e-05      |
|    n_updates            | 840           |
|    policy_gradient_loss | -0.00196      |
|    value_loss           | 1.72e-05      |
-------------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 5.04     |
|    ep_rew_mean          | 1.31     |
| time/                   |          |
|    fps                  | 795      |
|    iterations           | 86       |
|    time_elapsed         | 55       |
|    total_timesteps      | 44032    |
| train/                  |          |
|    approx_kl            | 0.0      |
|    clip_fraction        | 0        |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.00879 |
|    explained_variance   | 0.98     |
|    learning_rate        | 0.0003   |
|    loss                 | 5.27e-06 |
|    n_updates            | 850      |
|    policy_gradient_loss | 7.1e-09  |
|    value_loss           | 1.23e-05 |
--------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.3           |
| time/                   |               |
|    fps                  | 795           |
|    iterations           | 87            |
|    time_elapsed         | 56            |
|    total_timesteps      | 44544         |
| train/                  |               |
|    approx_kl            | 0.00034280797 |
|    clip_fraction        | 0.00117       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00805      |
|    explained_variance   | 0.827         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.96e-05      |
|    n_updates            | 860           |
|    policy_gradient_loss | -0.00172      |
|    value_loss           | 7.9e-05       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.29          |
| time/                   |               |
|    fps                  | 794           |
|    iterations           | 88            |
|    time_elapsed         | 56            |
|    total_timesteps      | 45056         |
| train/                  |               |
|    approx_kl            | 1.3038516e-08 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00741      |
|    explained_variance   | 0.978         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.37e-06      |
|    n_updates            | 870           |
|    policy_gradient_loss | 1.37e-05      |
|    value_loss           | 1.42e-05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.28          |
| time/                   |               |
|    fps                  | 794           |
|    iterations           | 89            |
|    time_elapsed         | 57            |
|    total_timesteps      | 45568         |
| train/                  |               |
|    approx_kl            | 6.0535967e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00698      |
|    explained_variance   | 0.978         |
|    learning_rate        | 0.0003        |
|    loss                 | 9.32e-06      |
|    n_updates            | 880           |
|    policy_gradient_loss | -4.16e-07     |
|    value_loss           | 1.39e-05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5            |
|    ep_rew_mean          | 1.27         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 90           |
|    time_elapsed         | 58           |
|    total_timesteps      | 46080        |
| train/                  |              |
|    approx_kl            | 5.122274e-09 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.00686     |
|    explained_variance   | 0.979        |
|    learning_rate        | 0.0003       |
|    loss                 | -9.95e-07    |
|    n_updates            | 890          |
|    policy_gradient_loss | -6.41e-08    |
|    value_loss           | 1.28e-05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.26          |
| time/                   |               |
|    fps                  | 793           |
|    iterations           | 91            |
|    time_elapsed         | 58            |
|    total_timesteps      | 46592         |
| train/                  |               |
|    approx_kl            | 2.6775524e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00678      |
|    explained_variance   | 0.978         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.44e-06      |
|    n_updates            | 900           |
|    policy_gradient_loss | -2.77e-07     |
|    value_loss           | 1.3e-05       |
-------------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 5.01     |
|    ep_rew_mean          | 1.25     |
| time/                   |          |
|    fps                  | 793      |
|    iterations           | 92       |
|    time_elapsed         | 59       |
|    total_timesteps      | 47104    |
| train/                  |          |
|    approx_kl            | 0.0      |
|    clip_fraction        | 0        |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.00673 |
|    explained_variance   | 0.976    |
|    learning_rate        | 0.0003   |
|    loss                 | 2.95e-06 |
|    n_updates            | 910      |
|    policy_gradient_loss | 1.14e-08 |
|    value_loss           | 1.3e-05  |
--------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
|    ep_rew_mean          | 1.24          |
| time/                   |               |
|    fps                  | 794           |
|    iterations           | 93            |
|    time_elapsed         | 59            |
|    total_timesteps      | 47616         |
| train/                  |               |
|    approx_kl            | 0.00018981518 |
|    clip_fraction        | 0.00176       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00792      |
|    explained_variance   | 0.972         |
|    learning_rate        | 0.0003        |
|    loss                 | -8.56e-05     |
|    n_updates            | 920           |
|    policy_gradient_loss | -0.00182      |
|    value_loss           | 1.43e-05      |
-------------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 5        |
|    ep_rew_mean          | 1.23     |
| time/                   |          |
|    fps                  | 794      |
|    iterations           | 94       |
|    time_elapsed         | 60       |
|    total_timesteps      | 48128    |
| train/                  |          |
|    approx_kl            | 0.0      |
|    clip_fraction        | 0        |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.00802 |
|    explained_variance   | 0.977    |
|    learning_rate        | 0.0003   |
|    loss                 | 3.68e-06 |
|    n_updates            | 930      |
|    policy_gradient_loss | 7.67e-09 |
|    value_loss           | 1.24e-05 |
--------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 5             |
