wandb: Currently logged in as: hungtrab (hungtrab-hanoi-university-of-science-and-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 6n1jxxve
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in logs/CartPole_gravity_sine_Baseline_20251216_224147/wandb/run-20251216_224527-6n1jxxve
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CartPole_gravity_sine_Baseline_20251216_224147
wandb: ⭐️ View project at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/CartPole_Drift_Research
wandb: 🚀 View run at https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/CartPole_Drift_Research/runs/6n1jxxve
Warning: sb3-contrib not installed. TRPO unavailable. Install with: pip install sb3-contrib
--- Training Start: CartPole_gravity_sine_Baseline_20251216_224147 ---
>>> [Wrapper] Initialized Non-Stationary CartPole
    - gravity: sine (magnitude=5.0, period=20000)
>>> Initializing PPO with kwargs: ['policy', 'env', 'learning_rate', 'gamma', 'verbose', 'tensorboard_log', 'n_steps', 'batch_size']
Using cuda device
Wrapping the env in a DummyVecEnv.
Logging to logs/CartPole_gravity_sine_Baseline_20251216_224147_0
---------------------------------
| rollout/           |          |
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 44           |
|    time_elapsed         | 89           |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0045919465 |
|    clip_fraction        | 0.054        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.325       |
|    explained_variance   | -0.36593366  |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00958     |
|    n_updates            | 430          |
|    policy_gradient_loss | -0.00348     |
|    value_loss           | 2.11e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 45           |
|    time_elapsed         | 91           |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0014722855 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.312       |
|    explained_variance   | 0.09723228   |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0064       |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00118     |
|    value_loss           | 1.45e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 46           |
|    time_elapsed         | 93           |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0033594505 |
|    clip_fraction        | 0.0375       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.328       |
|    explained_variance   | -0.504969    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000376    |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.0012      |
|    value_loss           | 1.18e-05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 47           |
|    time_elapsed         | 95           |
|    total_timesteps      | 96256        |
| train/                  |              |
|    approx_kl            | 0.0056344876 |
|    clip_fraction        | 0.0561       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.333       |
|    explained_variance   | -0.9740175   |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00919     |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.000933    |
|    value_loss           | 8.23e-06     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 500          |
|    ep_rew_mean          | 500          |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 48           |
|    time_elapsed         | 97           |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0020701936 |
|    clip_fraction        | 0.0218       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.315       |
|    explained_variance   | -1.2050645   |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0148      |
|    n_updates            | 470          |
|    policy_gradient_loss | -0.00246     |
|    value_loss           | 5.5e-06      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 500         |
|    ep_rew_mean          | 500         |
| time/                   |             |
|    fps                  | 1009        |
|    iterations           | 49          |
|    time_elapsed         | 99          |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.003192731 |
|    clip_fraction        | 0.0259      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.315      |
|    explained_variance   | -0.8735491  |
|    learning_rate        | 0.0003      |
|    loss                 | 0.000596    |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.000527   |
|    value_loss           | 4.42e-06    |
-----------------------------------------
wandb: WARNING Symlinked 1 file into the W&B run directory; call wandb.save again to sync new files.
wandb: updating run metadata
wandb: uploading model.zip; uploading output.log; uploading wandb-summary.json
wandb: uploading model.zip; uploading output.log; uploading config.yaml; uploading logs/CartPole_gravity_sine_Baseline_20251216_224147_0/events.out.tfevents.1765899929.hungchan-Precision-7560.1156727.0
wandb: uploading model.zip; uploading logs/CartPole_gravity_sine_Baseline_20251216_224147_0/events.out.tfevents.1765899929.hungchan-Precision-7560.1156727.0
wandb: uploading history steps 483-578, summary, console lines 919-1024
wandb: 
wandb: Run history:
wandb:              global_step ▁▁▁▁▂▂▂▂▂▃▃▃▄▄▄▄▅▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇▇▇▇▇████
wandb:      rollout/ep_len_mean ▁▁▁▁▂▂▂▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇▇███████████████
wandb:      rollout/ep_rew_mean ▁▁▁▁▂▂▂▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇▇▇██████████████
wandb:                 time/fps █▄▃▂▂▂▂▂▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:          train/approx_kl ▆█▆▆█▃▆▅▄▆▃▆▂▄▁▆▂▂▂▂▅▃▂▂▃▂▂▄▁▃▂█▂▁▂▄▁▃▄▂
wandb:      train/clip_fraction ▅▅▄▅▅▂▇▄▃▂▃▄▃▃▁▅▂▂▄▁▃▂▁▂▃▂▂▄▂▂▂█▂▂▂▄▁▃▄▂
wandb:         train/clip_range ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:       train/entropy_loss ▁▁▂▂▃▃▃▃▄▄▅▅▅▅▆▅▅▆▅▆▆▆▆▆▆▇▇▇▇▇██▇▇██████
wandb: train/explained_variance ▅▅▅▆▆███▇▇▇▄▅▅▅▇▆▅█▆▅▆▅▅▅▅▄▄▅▄▄▄▄▄▄▃▅▃▁▁
wandb:      train/learning_rate ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:                       +3 ...
wandb: 
wandb: Run summary:
wandb:              global_step 100352
wandb:      rollout/ep_len_mean 500
wandb:      rollout/ep_rew_mean 500
wandb:                 time/fps 1009
wandb:          train/approx_kl 0.00319
wandb:      train/clip_fraction 0.02588
wandb:         train/clip_range 0.2
wandb:       train/entropy_loss -0.31473
wandb: train/explained_variance -0.87355
wandb:      train/learning_rate 0.0003
wandb:                       +3 ...
wandb: 
wandb: 🚀 View run CartPole_gravity_sine_Baseline_20251216_224147 at: https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/CartPole_Drift_Research/runs/6n1jxxve
wandb: ⭐️ View project at: https://wandb.ai/hungtrab-hanoi-university-of-science-and-technology/CartPole_Drift_Research
wandb: Synced 6 W&B file(s), 0 media file(s), 0 artifact file(s) and 2 other file(s)
wandb: Find logs at: logs/CartPole_gravity_sine_Baseline_20251216_224147/wandb/run-20251216_224527-6n1jxxve/logs
Model saved locally to: models/CartPole_gravity_sine_Baseline_20251216_224147.zip
